DISTRICT NAME,TOTAL NUMBER OF SCHOOLS,TOTAL STUDENTS,STAAR: % ALL SUBJECTS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ALL SUBJECTS AT MASTERS GRADE LEVEL STANDARD,STAAR: % ELA/READING AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ELA/READING AT MASTERS GRADE LEVEL STANDARD,STAAR: % SCIENCE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % MATHEMATICS AT MASTERS GRADE LEVEL STANDARD,STAAR: % SCIENCE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SCIENCE AT MASTERS GRADE LEVEL STANDARD,STAAR: % SOCIAL STUDIES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE, STAAR: % SOCIAL STUDIES AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % SOCIAL STUDIES AT MASTERS GRADE LEVEL STANDARD, STAAR: % AFRICAN AMERICAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AFRICAN AMERICAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % HISPANIC AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % HISPANIC AT MASTERS GRADE LEVEL STANDARD,STAAR: % WHITE AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % WHITE AT MASTERS GRADE LEVEL STANDARD,STAAR: % AMERICAN INDIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % AMERICAN INDIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % ASIAN AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ASIAN AT MASTERS GRADE LEVEL STANDARD,STAAR: % PACIFIC ISLANDER AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % PACIFIC ISLANDER AT MASTERS GRADE LEVEL STANDARD,STAAR: % TWO OR MORE RACES AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % TWO OR MORE RACES AT MEETS GRADE LEVEL STANDARD OR ABOVE, STAAR: % TWO OR MORE RACES AT MASTERS GRADE LEVEL STANDARD,STAAR: % ECONOMICALLY DISADVANTAGED AT APPROACHES GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MEETS GRADE LEVEL STANDARD OR ABOVE,STAAR: % ECONOMICALLY DISADVANTAGED AT MASTERS GRADE LEVEL STANDARD
ADRIAN ISD,1,113,84,42,15,92,53,18,81,74,27,10,81,47,17,87,39,17,,,,87,46,19,77,36,7,,,,,,,,,,,,,79,39,12
WILDORADO ISD,1,230,80,47,17,82,56,21,80,81,47,19,80,37,10,63,34,12,,,,74,39,7,80,49,19,,,,,,,,,,100,45,9,76,42,10
BRIDGE CITY ISD,4,3090,81,53,25,82,61,31,85,81,46,19,85,52,20,76,46,27,60,35,12,76,43,17,83,55,26,88,50,0,91,77,48,,,,86,55,27,74,43,17
ORANGEFIELD ISD,3,1843,80,50,22,82,56,25,83,81,44,18,83,53,20,66,45,29,63,37,23,75,44,15,81,51,23,92,44,24,84,52,20,,,,66,48,26,70,41,16
WEST ORANGE-COVE CISD,4,2555,51,24,8,55,31,11,48,47,18,6,48,19,5,56,25,9,43,16,5,53,32,14,58,33,12,38,13,0,89,44,0,-1,-1,-1,58,27,9,46,20,7
VIDOR ISD,6,4254,73,45,21,71,47,22,76,74,42,20,76,42,15,71,46,27,73,27,9,73,45,19,73,45,21,59,35,24,89,70,38,,,,83,57,33,68,38,17
LITTLE CYPRESS-MAURICEVILLE CISD,6,3223,71,40,15,74,48,20,68,69,35,14,68,32,8,68,35,12,58,25,8,66,39,15,72,41,15,56,16,0,88,71,38,-1,-1,-1,77,43,19,63,32,11
GORDON ISD,1,264,71,37,15,75,44,20,68,66,30,11,68,36,11,72,39,19,,,,50,13,1,77,44,20,,,,,,,,,,73,40,0,63,27,6
GRAFORD ISD,1,321,71,43,17,70,47,22,82,66,32,11,82,43,12,69,55,24,,,,67,34,9,70,43,17,,,,,,,,,,93,61,32,64,36,14
MINERAL WELLS ISD,4,3228,70,39,15,69,42,16,74,68,35,14,74,35,11,70,42,21,70,26,11,67,35,12,71,42,17,40,0,0,100,78,47,-1,-1,-1,79,47,22,66,34,13
SANTO ISD,2,496,88,58,30,89,59,32,93,87,57,28,93,62,31,85,55,26,,,,78,38,18,91,64,34,-1,-1,-1,,,,,,,86,45,21,81,48,24
STRAWN ISD,1,162,67,32,13,65,34,14,73,70,35,18,73,32,5,52,17,9,,,,57,16,6,78,49,20,-1,-1,-1,,,,,,,57,43,43,62,27,9
PALO PINTO ISD,1,84,97,75,43,94,82,55,100,100,73,33,100,50,33,,,,,,,100,70,40,97,76,44,,,,,,,,,,,,,100,80,53
PANOLA CHARTER SCHOOL,3,209,73,45,15,73,54,12,73,66,36,22,73,40,9,81,43,21,74,23,5,74,46,13,73,50,18,,,,-1,-1,-1,,,,56,22,0,59,24,7
BECKVILLE ISD,2,686,87,62,29,88,66,32,90,89,62,29,90,70,32,72,35,14,77,55,18,84,55,21,88,64,31,,,,,,,,,,93,59,28,83,55,22
CARTHAGE ISD,5,2668,76,48,22,77,52,24,77,74,42,17,77,49,21,79,52,30,62,31,9,75,43,18,82,57,28,,,,83,72,44,,,,66,35,15,68,38,15
GARY ISD,1,487,79,47,17,79,51,24,83,76,38,11,83,58,13,86,51,25,,,,73,37,10,80,49,18,-1,-1,-1,,,,,,,-1,-1,-1,77,43,13
CROSSTIMBERS ACADEMY,1,149,70,39,4,73,48,1,67,39,3,0,67,33,0,93,56,16,-1,-1,-1,59,41,3,73,36,4,,,,,,,,,,100,100,20,68,35,4
POOLVILLE ISD,3,644,82,52,25,84,55,28,80,82,49,24,80,52,20,76,53,23,,,,80,45,22,83,54,26,-1,-1,-1,71,57,14,,,,70,39,17,79,45,21
SPRINGTOWN ISD,6,3883,76,47,21,76,51,21,81,74,39,17,81,52,23,80,52,33,59,34,19,74,42,18,77,49,22,87,74,29,100,83,33,73,27,0,73,49,23,69,37,15
WEATHERFORD ISD,10,8005,74,47,21,75,52,24,76,72,39,16,76,46,17,78,54,32,47,22,6,66,37,14,79,52,24,78,49,20,89,74,37,60,20,0,76,49,23,65,36,15
MILLSAP ISD,3,1100,80,52,24,80,56,25,74,83,50,25,74,43,18,80,59,32,100,92,42,69,40,18,82,54,25,-1,-1,-1,88,63,50,-1,-1,-1,71,60,49,74,43,18
ALEDO ISD,10,7325,90,72,43,90,77,47,91,90,66,38,91,73,42,89,70,49,81,53,25,85,61,33,92,75,46,89,61,33,97,83,56,,,,89,72,45,76,46,21
PEASTER ISD,3,1622,82,55,28,83,61,30,90,76,43,21,90,65,35,84,56,31,100,50,0,72,44,17,84,57,30,80,70,30,-1,-1,-1,88,75,25,82,58,21,71,41,17
BROCK ISD,4,2002,90,68,36,91,76,41,92,90,65,31,92,67,34,82,53,35,78,44,11,84,57,27,91,70,38,71,57,21,84,58,16,,,,92,67,27,78,53,27
GARNER ISD,1,244,74,41,16,73,48,18,71,77,36,14,71,47,14,72,28,14,,,,66,36,20,77,44,15,-1,-1,-1,,,,-1,-1,-1,100,42,8,69,32,15
BOVINA ISD,3,458,71,39,15,74,47,15,66,72,38,18,66,23,11,59,35,10,,,,70,38,14,88,72,31,,,,,,,,,,-1,-1,-1,77,44,15
FARWELL ISD,3,585,89,63,32,88,66,33,90,90,67,37,90,52,19,84,57,33,,,,83,54,21,95,75,46,,,,,,,,,,100,100,73,86,57,26
FRIONA ISD,4,1078,73,40,14,73,45,15,75,69,31,10,75,44,16,81,44,22,-1,-1,-1,70,38,13,92,59,25,,,,,,,,,,100,100,80,67,35,11
LAZBUDDIE ISD,1,164,75,45,17,83,54,20,61,78,39,16,61,37,15,64,41,14,,,,65,29,8,80,52,21,-1,-1,-1,,,,,,,100,80,60,69,36,10
BUENA VISTA ISD,1,240,81,50,20,85,58,29,79,85,46,17,79,48,13,56,36,6,89,44,11,82,52,19,90,54,31,,,,71,14,0,,,,,,,81,47,15
FORT STOCKTON ISD,5,2230,66,35,13,67,39,15,65,65,31,13,65,29,8,68,34,13,77,32,18,65,34,11,71,42,20,87,53,33,100,71,41,-1,-1,-1,76,59,59,63,31,11
IRAAN-SHEFFIELD ISD,3,323,69,33,13,71,43,20,71,64,22,8,71,35,8,80,35,14,,,,63,28,8,90,53,30,,,,71,14,14,,,,-1,-1,-1,64,27,9
BIG SANDY ISD,1,529,79,46,15,80,52,18,75,81,43,14,75,39,8,78,40,10,100,67,0,79,44,15,82,51,17,69,29,8,,,,-1,-1,-1,74,42,13,74,38,13
GOODRICH ISD,3,244,62,32,11,66,38,11,63,55,24,10,63,22,7,64,48,24,40,21,5,69,30,15,65,36,11,-1,-1,-1,,,,,,,-1,-1,-1,63,33,12
CORRIGAN-CAMDEN ISD,3,817,76,46,21,77,51,22,73,74,39,16,73,42,16,77,57,40,64,31,11,79,44,19,81,58,28,,,,100,100,92,,,,62,51,23,72,42,17
LEGGETT ISD,2,219,57,27,9,62,35,11,66,48,17,7,66,28,8,60,36,8,53,21,8,69,38,15,54,26,7,,,,,,,,,,-1,-1,-1,56,28,9
LIVINGSTON ISD,7,4013,74,46,21,72,48,22,78,75,44,21,78,45,19,72,46,23,60,29,11,72,42,19,76,49,23,100,100,56,90,79,55,-1,-1,-1,79,48,21,69,40,17
ONALASKA ISD,2,1213,85,54,24,84,56,24,86,85,50,20,86,59,25,82,55,33,48,17,6,85,56,23,86,55,24,-1,-1,-1,90,75,55,,,,75,50,23,82,49,21
AMARILLO ISD,55,30748,77,48,22,76,51,23,79,77,45,20,79,48,19,75,49,31,61,31,12,75,43,17,84,60,31,77,52,23,82,56,30,89,71,21,76,45,20,71,40,16
RIVER ROAD ISD,4,1340,73,42,16,73,46,18,78,72,37,14,78,45,15,74,38,18,88,54,4,72,40,15,74,43,18,,,,53,33,20,,,,73,27,11,71,37,13
HIGHLAND PARK ISD,3,826,82,52,22,84,57,24,90,79,45,19,90,58,18,78,56,31,90,71,29,78,45,16,84,56,27,100,56,22,93,72,41,,,,84,48,4,79,47,21
BUSHLAND ISD,3,1546,88,64,32,88,71,39,90,88,58,29,90,62,25,86,59,29,65,43,22,87,54,25,89,67,34,-1,-1,-1,100,60,20,-1,-1,-1,85,66,30,76,43,19
MARFA ISD,1,270,70,37,15,75,47,21,75,67,31,13,75,30,8,50,19,8,-1,-1,-1,69,35,14,79,67,38,,,,,,,,,,-1,-1,-1,67,33,16
PRESIDIO ISD,3,1046,73,43,17,68,42,14,78,72,40,16,78,44,17,83,55,27,100,40,20,72,43,16,-1,-1,-1,-1,-1,-1,100,85,56,,,,-1,-1,-1,71,41,15
RAINS ISD,4,1727,69,36,13,72,43,16,73,63,24,7,73,42,13,72,39,19,44,13,1,66,28,8,70,39,14,80,35,10,86,43,14,,,,67,36,12,63,29,8
CANYON ISD,19,10659,87,63,32,86,65,34,89,88,60,30,89,65,30,84,58,34,79,52,24,83,55,24,89,67,35,89,61,26,93,76,47,93,78,33,83,60,36,79,50,22
REAGAN COUNTY ISD,3,812,70,41,16,72,49,23,67,69,36,12,67,36,8,65,31,13,,,,67,37,13,86,67,36,,,,88,50,38,,,,100,60,20,65,35,13
BIG SPRINGS CHARTER SCHOOL,2,202,51,23,6,56,29,4,60,34,12,3,60,27,10,75,25,19,,,,51,21,6,56,27,7,,,,,,,-1,-1,-1,13,0,0,50,25,6
LEAKEY ISD,1,328,73,43,19,78,49,22,68,73,40,18,68,36,7,58,31,23,,,,64,35,15,78,46,20,,,,,,,,,,68,47,32,70,39,17
AVERY ISD,2,358,84,62,28,83,64,27,91,86,59,30,91,65,28,75,58,27,92,58,25,88,53,15,84,64,28,80,50,30,-1,-1,-1,100,83,67,80,56,37,82,54,22
RIVERCREST ISD,3,684,83,55,24,82,57,26,86,87,57,28,86,53,17,67,37,12,73,46,11,79,55,28,85,56,25,80,80,20,,,,,,,73,43,14,79,49,19
CLARKSVILLE ISD,2,522,52,24,6,61,32,11,52,45,19,4,52,20,1,38,14,5,48,18,4,59,34,11,57,25,9,-1,-1,-1,,,,,,,58,32,6,52,24,7
DETROIT ISD,3,528,70,41,17,68,43,17,69,79,45,21,69,33,8,49,28,15,53,31,6,72,61,26,71,40,17,71,57,29,-1,-1,-1,-1,-1,-1,76,34,14,66,38,14
PECOS-BARSTOW-TOYAH ISD,5,2671,66,34,12,68,38,14,70,67,31,12,70,34,10,54,26,9,60,20,2,66,33,11,73,44,17,71,50,36,90,76,56,100,83,33,60,60,40,64,30,11
BALMORHEA ISD,1,148,65,31,11,71,42,15,54,57,16,6,54,18,8,77,43,17,,,,64,30,9,70,33,23,,,,,,,,,,,,,65,30,12
AUSTWELL-TIVOLI ISD,2,131,73,41,16,79,48,18,61,81,41,21,61,25,6,48,43,10,-1,-1,-1,67,37,13,88,54,24,,,,,,,,,,,,,67,33,10
WOODSBORO ISD,2,437,75,45,18,76,53,22,84,70,37,16,84,45,14,64,39,19,85,60,20,71,40,15,79,51,23,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,38,15
REFUGIO ISD,3,689,73,42,17,72,47,20,79,75,37,13,79,44,15,64,37,23,65,30,13,74,40,14,76,51,27,-1,-1,-1,,,,,,,83,67,33,71,37,13
MIAMI ISD,1,196,89,57,28,95,64,30,83,90,53,29,83,52,17,71,46,36,,,,86,57,25,89,57,28,-1,-1,-1,,,,,,,,,,81,49,22
BREMOND ISD,3,496,84,53,25,86,59,27,84,85,45,18,84,57,25,78,56,39,67,35,14,86,58,21,87,55,27,,,,100,82,55,,,,91,65,29,80,48,20
CALVERT ISD,1,142,57,21,3,60,28,4,52,56,18,5,52,15,0,55,5,0,53,18,1,83,43,11,45,0,0,,,,,,,,,,-1,-1,-1,57,20,4
FRANKLIN ISD,3,1347,93,72,40,91,73,41,90,96,73,39,90,66,35,93,72,48,81,55,24,89,66,31,95,76,45,80,20,0,92,85,69,100,80,40,90,44,12,88,60,27
HEARNE ISD,3,737,51,21,8,50,27,11,49,49,15,5,49,14,5,61,24,13,48,19,8,52,21,8,55,28,11,,,,,,,,,,56,19,8,50,21,8
MUMFORD ISD,2,611,94,76,43,96,87,53,90,95,70,36,90,63,30,93,78,55,87,67,26,94,72,37,97,83,53,-1,-1,-1,-1,-1,-1,,,,100,78,33,94,75,40
ROCKWALL ISD,22,17818,87,65,36,87,68,35,88,86,61,33,88,66,36,89,69,47,72,45,19,82,56,28,91,72,41,80,60,24,93,82,53,88,67,37,87,66,38,74,46,21
ROYSE CITY ISD,9,7610,78,51,24,78,54,26,78,80,48,23,78,48,22,75,49,28,71,42,17,74,44,19,83,57,29,78,43,18,92,75,44,69,56,31,77,51,27,71,41,17
BALLINGER ISD,5,837,74,44,18,77,52,22,77,68,35,13,77,44,12,76,45,27,69,31,0,69,37,14,80,53,22,,,,100,100,80,,,,52,29,5,68,35,12
MILES ISD,4,486,91,74,42,90,72,35,95,92,77,48,95,80,45,86,64,42,-1,-1,-1,85,62,31,95,81,48,,,,,,,,,,-1,-1,-1,85,62,29
WINTERS ISD,4,552,71,41,19,74,48,25,67,71,38,18,67,30,8,68,40,15,-1,-1,-1,66,34,13,81,55,31,,,,-1,-1,-1,,,,90,75,40,64,33,13
OLFEN ISD,3,141,77,46,20,81,48,18,75,73,42,23,75,43,18,73,55,18,,,,75,44,16,76,45,23,,,,,,,,,,88,63,25,71,40,12
HENDERSON ISD,5,3410,63,35,14,64,39,16,69,58,28,11,69,37,15,66,41,21,46,24,9,60,28,10,73,46,20,70,45,10,86,50,17,-1,-1,-1,64,36,12,56,28,10
LANEVILLE ISD,1,156,84,54,19,80,52,14,84,87,64,28,84,38,13,90,55,20,84,55,12,87,54,26,76,52,16,,,,,,,,,,82,45,18,84,50,15
LEVERETTS CHAPEL ISD,3,244,78,50,19,87,60,19,75,75,41,21,75,41,16,61,55,18,86,68,27,72,39,14,86,60,25,,,,,,,,,,60,40,0,74,45,17
MOUNT ENTERPRISE ISD,2,467,80,47,22,81,53,24,85,76,34,18,85,57,19,81,49,28,57,31,20,75,44,18,83,51,23,-1,-1,-1,87,53,27,83,0,0,67,11,0,74,40,18
OVERTON ISD,2,473,74,40,16,79,48,23,69,74,40,14,69,31,5,55,15,7,60,21,6,68,39,15,78,45,19,90,20,10,-1,-1,-1,80,20,0,64,29,7,71,35,13
TATUM ISD,4,1470,81,53,22,82,56,23,83,82,51,23,83,55,20,72,48,21,72,40,11,79,49,20,85,61,27,100,29,14,100,90,80,-1,-1,-1,83,52,29,75,45,17
CARLISLE ISD,1,607,78,42,16,79,50,20,83,77,38,15,83,40,10,69,30,12,54,26,6,79,43,16,78,43,17,-1,-1,-1,100,60,0,,,,67,60,13,75,39,14
WEST RUSK COUNTY CONSOLIDATED ISD,5,1038,77,48,20,77,54,23,82,78,40,14,82,55,26,69,40,18,56,27,8,78,45,18,83,56,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,36,11,73,42,16
HEMPHILL ISD,3,901,81,49,21,78,52,25,87,81,44,17,87,50,18,90,48,21,64,29,10,79,45,22,84,52,23,80,60,20,100,83,33,-1,-1,-1,82,48,17,79,44,17
WEST SABINE ISD,2,559,71,37,14,69,44,16,75,70,29,11,75,31,8,69,47,28,49,22,10,79,36,18,73,39,13,100,83,83,,,,,,,67,30,15,68,34,12
SAN AUGUSTINE ISD,2,662,54,26,10,50,29,10,68,46,15,8,68,34,12,76,36,8,48,23,9,58,28,9,65,31,13,,,,-1,-1,-1,,,,64,29,7,51,25,10
BROADDUS ISD,2,365,81,54,26,82,54,25,83,82,56,27,83,51,17,67,50,43,100,89,44,76,48,19,82,56,27,-1,-1,-1,,,,,,,76,41,18,80,51,25
COLDSPRING-OAKHURST CISD,4,1586,62,32,11,64,40,15,67,58,23,9,67,32,6,58,29,12,49,18,4,66,34,12,65,35,13,67,33,11,89,44,0,,,,51,28,7,56,26,9
SHEPHERD ISD,4,1909,65,35,13,62,36,14,70,66,32,12,70,32,8,66,39,19,55,27,8,66,34,13,64,35,13,-1,-1,-1,67,44,22,,,,73,41,15,63,32,11
ARANSAS PASS ISD,4,1674,69,38,16,75,46,19,70,62,26,10,70,35,13,70,45,24,54,15,8,69,37,14,69,39,19,-1,-1,-1,80,40,10,,,,81,58,32,67,34,13
GREGORY-PORTLAND ISD,6,4717,77,50,25,78,55,26,75,76,45,23,75,48,19,77,51,33,73,39,16,72,42,19,86,63,34,86,76,24,89,71,46,68,32,21,82,56,31,69,40,17
INGLESIDE ISD,5,1998,81,55,26,80,57,26,86,80,47,21,86,64,25,84,61,40,65,38,19,79,53,23,85,58,28,90,80,60,93,71,43,-1,-1,-1,77,55,27,79,51,23
MATHIS ISD,4,1441,76,45,19,78,51,22,74,76,42,16,74,36,11,74,46,28,64,36,0,75,44,18,83,51,23,100,80,20,-1,-1,-1,,,,100,73,27,75,43,16
ODEM-EDROY ISD,4,837,71,41,15,74,47,18,70,66,31,11,70,42,14,78,49,21,33,17,0,70,39,15,80,51,18,,,,-1,-1,-1,,,,94,63,31,65,35,12
SINTON ISD,5,2027,74,44,19,74,47,21,79,71,38,16,79,48,21,74,42,18,51,11,9,72,41,17,86,58,29,-1,-1,-1,93,67,13,,,,82,59,35,68,37,15
TAFT ISD,3,888,62,31,11,61,34,13,65,62,30,11,65,30,8,63,29,11,-1,-1,-1,62,30,11,75,55,18,,,,,,,-1,-1,-1,50,50,50,60,30,11
SAN SABA ISD,3,730,75,43,20,79,51,22,75,74,38,18,75,34,12,65,44,28,-1,-1,-1,70,34,13,84,58,31,,,,100,100,33,,,,73,27,9,72,37,14
RICHLAND SPRINGS ISD,1,120,74,38,15,71,39,17,81,77,31,8,81,41,16,65,53,35,,,,64,27,0,77,39,18,-1,-1,-1,,,,,,,-1,-1,-1,66,28,11
CHEROKEE ISD,1,126,81,52,22,85,68,33,86,77,34,14,86,52,10,75,45,20,57,29,29,73,47,18,85,55,24,,,,,,,,,,80,40,0,78,44,17
SCHLEICHER ISD,3,499,84,51,22,83,53,21,87,84,48,24,87,54,22,81,46,24,-1,-1,-1,82,44,19,89,68,31,,,,,,,,,,100,82,18,80,41,15
HERMLEIGH ISD,1,258,54,29,10,61,42,17,52,44,17,4,52,27,3,66,21,10,36,21,0,44,22,6,64,35,13,,,,,,,,,,57,43,14,44,27,8
SNYDER ISD,4,2551,69,39,18,66,39,16,71,70,37,18,71,37,19,75,48,27,55,14,8,67,35,15,74,48,23,64,45,9,100,76,54,,,,63,37,25,63,33,14
IRA ISD,1,275,92,73,40,92,79,39,94,93,70,43,94,79,38,84,51,32,-1,-1,-1,94,70,38,91,74,40,,,,,,,,,,-1,-1,-1,85,66,32
ALBANY ISD,2,510,78,49,20,81,55,22,82,75,41,17,82,54,20,71,40,22,89,44,22,71,47,21,80,49,20,75,38,13,-1,-1,-1,-1,-1,-1,67,52,19,64,33,14
MORAN ISD,1,114,47,24,8,54,36,15,43,41,14,3,43,20,0,46,23,12,,,,45,23,14,48,24,8,,,,,,,-1,-1,-1,-1,-1,-1,46,24,8
CENTER ISD,5,2518,76,43,17,78,49,18,68,79,41,17,68,32,9,69,42,23,60,27,8,78,43,16,80,51,23,100,67,33,91,65,32,-1,-1,-1,85,41,11,73,38,14
JOAQUIN ISD,3,681,86,57,23,85,62,26,87,87,51,20,87,51,19,83,62,26,83,43,28,83,50,24,86,58,22,100,43,14,-1,-1,-1,,,,100,74,16,83,48,19
SHELBYVILLE ISD,1,773,85,55,26,86,60,27,85,86,53,28,85,49,16,78,45,23,69,31,7,83,51,21,89,61,31,,,,-1,-1,-1,,,,85,48,6,80,46,18
TENAHA ISD,1,472,72,43,16,70,48,17,68,78,43,21,68,32,5,62,32,11,60,28,9,73,45,16,84,58,25,,,,,,,,,,75,25,13,69,41,15
TIMPSON ISD,1,643,67,31,10,67,38,14,63,71,25,7,63,26,6,62,28,7,50,12,4,74,30,12,72,39,13,,,,,,,,,,81,44,6,61,25,8
EXCELSIOR ISD,1,68,65,31,16,74,43,26,77,54,26,11,77,15,15,50,25,0,,,,64,29,0,61,25,16,-1,-1,-1,,,,,,,-1,-1,-1,61,32,17
TEXHOMA ISD,1,108,87,63,31,89,66,31,,86,60,31,,,,,,,,,,79,46,25,93,74,36,,,,,,,,,,,,,81,53,25
STRATFORD ISD,3,579,76,49,21,79,61,27,77,73,38,19,77,41,16,77,47,18,,,,72,43,17,85,59,30,,,,-1,-1,-1,,,,73,38,19,70,40,15
CUMBERLAND ACADEMY,4,1926,73,42,19,75,47,22,73,68,31,11,73,43,17,81,54,30,57,26,10,71,38,15,79,48,24,90,50,30,92,74,37,-1,-1,-1,77,49,14,70,33,14
UT TYLER UNIVERSITY ACADEMY,3,853,91,72,42,93,79,49,96,86,63,32,96,72,37,98,81,54,80,58,30,90,71,39,93,73,43,-1,-1,-1,96,89,54,,,,92,79,41,87,63,33
ARP ISD,3,923,76,47,20,75,53,26,76,75,39,12,76,44,15,85,55,30,59,31,12,68,40,10,81,52,24,-1,-1,-1,100,100,60,,,,79,39,19,69,39,14
BULLARD ISD,6,2788,90,68,37,90,72,38,90,89,63,34,90,68,35,91,71,49,82,44,16,88,63,31,90,70,39,89,63,11,100,56,44,-1,-1,-1,86,68,43,81,54,26
LINDALE ISD,6,4244,91,74,47,90,75,45,91,92,74,49,91,72,42,89,71,52,81,53,31,89,68,39,92,77,49,81,74,55,99,94,68,-1,-1,-1,91,75,51,86,63,36
TROUP ISD,3,1050,85,61,31,85,65,35,84,84,54,26,84,66,27,88,61,40,64,32,12,81,55,26,90,69,37,33,0,0,-1,-1,-1,-1,-1,-1,81,54,18,78,50,23
TYLER ISD,26,18126,71,44,21,71,48,22,73,70,39,18,73,44,18,71,45,26,57,28,10,71,43,18,88,67,38,61,46,29,88,71,48,58,58,33,73,45,20,66,38,16
WHITEHOUSE ISD,7,4896,88,67,37,88,70,37,88,90,67,38,88,63,33,86,64,44,78,47,20,87,64,33,90,72,41,88,56,20,93,80,53,,,,87,66,39,83,57,28
CHAPEL HILL ISD,5,3393,64,34,13,67,42,16,69,56,21,7,69,37,13,68,39,22,55,23,7,64,33,12,71,45,22,-1,-1,-1,80,60,30,-1,-1,-1,65,37,15,61,30,11
WINONA ISD,3,1077,72,46,20,75,52,24,75,69,39,17,75,50,21,68,35,14,58,31,12,75,49,21,76,49,24,100,78,78,-1,-1,-1,-1,-1,-1,77,42,21,70,43,19
BRAZOS RIVER CHARTER SCHOOL,1,182,68,41,11,54,31,0,55,50,10,10,55,27,0,100,74,33,-1,-1,-1,86,43,0,64,41,14,,,,,,,,,,,,,63,30,9
GLEN ROSE ISD,4,1982,86,60,29,89,68,34,88,82,48,21,88,65,28,88,64,40,85,46,23,80,50,19,89,65,33,92,71,29,83,70,35,,,,76,48,21,79,49,21
RIO GRANDE CITY GRULLA ISD,15,9007,65,36,14,64,39,15,69,64,31,13,69,36,11,69,36,18,-1,-1,-1,65,36,14,27,14,0,-1,-1,-1,89,85,56,,,,-1,-1,-1,65,35,13
SAN ISIDRO ISD,2,190,76,37,14,76,47,18,82,71,25,6,82,22,2,83,50,30,,,,76,36,14,-1,-1,-1,,,,,,,,,,,,,76,37,14
ROMA ISD,10,5621,75,48,24,72,50,24,77,78,48,25,77,42,17,75,46,25,,,,75,48,24,81,62,24,,,,,,,,,,-1,-1,-1,74,46,22
BRECKENRIDGE ISD,4,1414,71,41,18,70,44,18,72,73,38,21,72,40,14,62,39,18,54,21,7,71,41,17,71,42,19,70,35,15,43,43,29,,,,50,38,15,67,36,15
STERLING CITY ISD,5,337,84,54,24,83,61,24,85,84,43,21,85,49,19,89,68,45,,,,79,43,17,89,65,32,,,,,,,,,,83,50,17,78,43,19
ASPERMONT ISD,2,184,81,57,27,84,66,31,78,78,46,22,78,56,27,83,61,22,100,100,17,70,40,9,84,63,34,,,,-1,-1,-1,,,,-1,-1,-1,74,48,20
SONORA ISD,2,684,81,54,25,86,61,27,81,80,51,24,81,49,20,65,46,22,,,,78,52,21,88,60,33,,,,100,100,83,,,,100,63,25,73,46,19
HAPPY ISD,2,259,90,64,27,90,65,27,95,90,63,32,95,68,20,86,59,27,-1,-1,-1,95,68,29,89,64,27,,,,,,,,,,88,63,50,83,58,22
TULIA ISD,3,943,58,27,9,57,28,9,65,54,21,6,65,26,7,65,43,24,45,11,2,56,24,7,71,44,19,-1,-1,-1,,,,,,,57,29,7,55,23,6
KRESS ISD,2,271,74,41,15,76,46,15,79,71,33,10,79,39,12,69,47,29,50,29,9,72,36,13,83,52,21,,,,,,,-1,-1,-1,,,,70,36,12
TREETOPS SCHOOL INTERNATIONAL,1,323,89,63,33,90,73,42,93,86,57,25,93,61,31,91,44,29,88,55,30,85,50,22,92,71,41,,,,95,84,37,-1,-1,-1,89,61,30,86,59,29
