"DistrictNumber",District,"CampusNumber",Campus,Region,County,"SchoolType","GradesServed","AlternativeEducationAccountability",Charter,"Number ofStudents","%EconomicallyDisadvantaged","% EB/ELStudents","OverallRating","OverallScore","StudentAchievementRating","StudentAchievementScore","SchoolProgressRating","SchoolProgressScore","AcademicGrowthRating","AcademicGrowthScore","RelativePerformanceRating","RelativePerformanceScore","Closingthe Gaps Rating","Closingthe Gaps Score","SupportLabel","PublicEducationGrant","DistinctionELA/Reading","DistinctionMathematics","DistinctionScience","DistinctionSoc Studies","DistinctionProgress","DistinctionClosing the Gaps","DistinctionPostsecondaryReadiness","US CongressDistrict","US CongressElection District","TX HouseDistrict","TX HouseElection District","TX SenateDistrict","TX SenateElection District","Campus EnrollmentType"
101912,HOUSTON ISD,101912217,PECK EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,372,96.0%,36.8%,B,87,C,73,B,88,B,88,B,82,B,83,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,018,018,147,147,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912218,PILGRIM ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,EE - 08,No,No,"1,198",97.3%,81.4%,B,88,C,72,A,92,A,92,B,82,C,78,Targeted Support,,Not Earned,Earned,Earned,,Earned,Earned,Not Earned,007,007,137,137,013,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912219,PINEY POINT EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,"1,177",97.3%,65.4%,B,88,Not Rated: Senate Bill 1365,64,A,93,A,93,C,72,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,009,007,137,137,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912220,PLEASANTVILLE EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,269,95.5%,20.4%,A,93,C,72,A,96,A,96,B,81,B,87,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,018,018,142,142,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912221,POE EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,784,30.4%,24.0%,A,90,A,91,B,89,B,89,B,82,B,87,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,002,007,134,134,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912222,PORT HOUSTON EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,267,99.3%,70.8%,B,87,Not Rated: Senate Bill 1365,67,A,92,A,92,C,75,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,029,143,143,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912223,PUGH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,328,97.3%,41.8%,A,95,C,78,A,93,A,93,B,88,A,98,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,029,029,143,143,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912224,RED EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,585,70.8%,28.2%,A,94,B,86,A,93,A,93,A,90,A,96,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,007,009,146,146,017,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912225,REYNOLDS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,320,95.9%,2.5%,B,84,Not Rated: Senate Bill 1365,55,B,89,B,89,Not Rated: Senate Bill 1365,57,C,72,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,009,009,146,146,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912227,MCNAMARA EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,934,98.0%,84.8%,B,89,C,71,A,94,A,94,B,80,C,76,,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,007,009,146,146,017,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912228,RIVER OAKS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,599,13.9%,10.2%,A,98,A,97,A,96,A,96,A,94,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,007,038,134,134,017,017,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912229,ROBERTS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,676,17.2%,17.9%,A,97,A,96,A,95,A,95,A,92,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,002,007,134,134,017,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912231,ROOSEVELT EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,433,86.6%,38.1%,A,94,C,75,A,91,A,91,B,83,A,100,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,029,029,148,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912232,ROSS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,305,96.4%,30.2%,C,74,Not Rated: Senate Bill 1365,64,C,75,C,75,C,72,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,018,142,142,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912233,RUCKER EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,371,96.0%,50.4%,B,88,Not Rated: Senate Bill 1365,60,A,94,A,94,Not Rated: Senate Bill 1365,69,C,73,,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,029,029,144,144,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912234,BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,No,396,75.3%,22.7%,A,91,B,83,A,90,B,83,A,90,A,93,,,Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,Earned,018,018,145,145,006,006,COMBINED ENROLLMENT TYPE SCHOOL
101912,HOUSTON ISD,101912237,SCARBOROUGH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,608,96.1%,63.7%,B,88,C,70,A,92,A,92,C,78,C,78,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,029,029,140,140,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912239,SHEARN EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,464,97.8%,56.0%,C,75,Not Rated: Senate Bill 1365,51,C,79,C,79,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,67,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,007,009,146,146,017,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912240,SHERMAN EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,521,99.0%,37.6%,B,89,C,71,A,92,A,92,B,80,B,81,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,018,029,148,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912241,SINCLAIR EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,627,35.9%,4.8%,A,96,A,91,A,96,A,96,B,86,A,96,,,Earned,Earned,Not Earned,,Earned,Not Earned,Earned,002,007,134,134,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912242,SMITH EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,776,97.0%,64.6%,B,84,Not Rated: Senate Bill 1365,62,B,88,B,88,C,70,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,018,148,139,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912243,THOMPSON EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,428,99.1%,1.4%,C,79,Not Rated: Senate Bill 1365,65,B,80,B,80,C,74,C,76,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,018,018,146,146,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912244,SOUTHMAYD EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,401,93.3%,47.4%,A,90,C,73,A,94,A,94,B,82,B,81,,,Not Earned,Earned,Not Earned,,Earned,Not Earned,Not Earned,029,029,145,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912245,STEVENS EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,551,89.7%,41.4%,B,82,Not Rated: Senate Bill 1365,56,B,86,B,86,Not Rated: Senate Bill 1365,58,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,018,018,139,139,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912247,YOUNG EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,366,96.2%,2.7%,B,85,Not Rated: Senate Bill 1365,59,B,89,A,93,Not Rated: Senate Bill 1365,66,C,74,Comprehensive Progress,,Not Earned,Earned,Earned,,Earned,Not Earned,Not Earned,009,009,146,146,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912248,SUTTON EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,"1,008",94.8%,73.9%,A,90,C,72,A,94,A,94,B,81,C,79,Targeted Support,,Not Earned,Earned,Not Earned,,Earned,Not Earned,Not Earned,007,009,137,137,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912249,TRAVIS EL,REGION 04: HOUSTON,HARRIS,Elementary,KG - 05,No,No,698,15.0%,3.2%,A,95,A,94,A,93,A,93,B,85,A,96,,,Earned,Earned,Earned,,Earned,Not Earned,Earned,018,018,148,145,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912251,TWAIN EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,851,16.6%,15.5%,A,94,A,94,A,91,A,91,B,87,A,94,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,007,007,134,134,017,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912252,WAINWRIGHT EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,462,94.2%,39.8%,C,78,Not Rated: Senate Bill 1365,60,C,79,C,79,Not Rated: Senate Bill 1365,69,C,74,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,018,018,148,148,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912253,WALNUT BEND EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,677,86.9%,34.6%,B,84,Not Rated: Senate Bill 1365,65,B,88,B,88,C,72,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,007,007,133,133,017,017,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912254,WESLEY EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,256,98.8%,5.5%,B,89,Not Rated: Senate Bill 1365,67,A,94,A,94,C,75,C,76,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,018,018,139,139,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912255,WEST UNIVERSITY EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,"1,124",6.6%,4.0%,A,95,A,96,A,92,A,92,A,90,A,92,,,Earned,Earned,Earned,,Not Earned,Not Earned,Earned,007,007,134,134,017,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912256,WHARTON K-8 DUAL LANGUAGE ACADEMY,REGION 04: HOUSTON,HARRIS,Elementary,PK - 08,No,No,608,46.7%,44.4%,A,94,A,91,B,89,B,89,B,89,A,100,,,Not Earned,Earned,Earned,,Not Earned,Earned,Earned,002,007,147,147,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912257,WHIDBY EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,413,92.7%,17.4%,B,87,Not Rated: Senate Bill 1365,65,A,92,A,92,C,72,C,75,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,018,009,146,146,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912258,WHITTIER EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,381,100.0%,44.9%,A,90,Not Rated: Senate Bill 1365,60,A,96,A,96,Not Rated: Senate Bill 1365,69,C,76,,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,018,029,143,143,015,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912259,ELLA J BAKER MONTESSORI SCHOOL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 08,No,No,565,36.8%,23.5%,A,95,B,89,A,93,A,93,B,81,A,100,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,002,007,134,134,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912260,WINDSOR VILLAGE EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,670,95.5%,43.6%,A,96,B,86,A,97,A,97,A,91,A,94,,,Earned,Earned,Earned,,Earned,Earned,Earned,009,009,131,131,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912262,GRISSOM EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,474,96.0%,56.5%,B,82,Not Rated: Senate Bill 1365,56,B,86,B,86,Not Rated: Senate Bill 1365,59,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,009,009,131,131,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912263,LAW EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,566,97.5%,17.7%,A,90,C,71,A,93,A,93,B,80,B,83,,,Not Earned,Earned,Earned,,Earned,Earned,Earned,009,009,131,131,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912264,MITCHELL EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,448,95.5%,43.1%,B,84,Not Rated: Senate Bill 1365,57,B,88,B,88,Not Rated: Senate Bill 1365,60,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,029,131,131,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912265,PETERSEN EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,380,96.3%,48.4%,A,90,C,74,A,93,A,93,B,83,B,84,,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Earned,009,009,131,131,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912267,WHITE E EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,720,95.0%,75.8%,B,87,C,72,A,91,A,91,B,80,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,009,009,146,137,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912268,BENBROOK EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,461,95.0%,66.8%,A,92,C,79,A,92,A,92,B,89,A,92,,,Earned,Not Earned,Earned,,Not Earned,Earned,Earned,002,018,148,148,015,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912269,SCROGGINS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,348,95.4%,52.9%,A,93,C,77,A,91,A,91,B,87,A,98,,,Not Earned,Earned,Not Earned,,Not Earned,Earned,Earned,029,029,143,143,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912271,FOERSTER EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,638,98.3%,42.5%,C,77,Not Rated: Senate Bill 1365,53,B,80,B,80,Not Rated: Senate Bill 1365,55,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,009,009,146,146,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912273,ASHFORD EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,564,87.4%,25.2%,B,86,Not Rated: Senate Bill 1365,60,A,91,A,91,Not Rated: Senate Bill 1365,66,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,007,038,133,133,017,017,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912274,ASKEW EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,886,75.4%,27.4%,B,87,C,73,A,90,A,90,C,79,C,79,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,007,007,133,133,017,017,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912275,BUSH EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,766,24.8%,27.7%,A,97,A,95,A,94,A,94,A,92,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,007,038,133,133,017,017,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912276,SHADOWBRIAR EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,521,81.6%,10.6%,B,85,Not Rated: Senate Bill 1365,64,B,89,B,89,Not Rated: Senate Bill 1365,69,C,76,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,009,007,149,149,013,013,COMBINED ENROLLMENT TYPE SCHOOL
101912,HOUSTON ISD,101912279,TIJERINA EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,329,98.5%,61.4%,B,88,C,77,B,89,B,89,B,86,B,87,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,029,029,143,143,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912281,SANCHEZ EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,501,97.8%,51.7%,A,92,C,72,A,96,A,96,B,82,B,81,,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,029,029,145,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912283,GARCIA EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,383,98.7%,42.3%,B,89,Not Rated: Senate Bill 1365,65,A,94,A,94,C,74,C,76,Targeted Support,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,029,029,140,140,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912285,VALLEY WEST EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,681,92.4%,47.4%,B,87,C,70,A,91,A,91,C,77,C,79,,,Earned,Earned,Not Earned,,Not Earned,Earned,Earned,009,009,146,146,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912286,HERRERA EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,811,99.6%,45.9%,B,86,C,74,B,88,B,88,B,84,B,81,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,029,029,148,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912287,CAGE EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,440,91.1%,50.9%,A,93,C,77,A,90,A,90,B,86,A,100,,,Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,029,029,145,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912289,MARTINEZ C EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,307,99.0%,30.6%,B,86,Not Rated: Senate Bill 1365,67,A,90,A,90,C,75,C,77,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Earned,029,029,148,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912290,CRESPO EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,580,94.0%,75.7%,A,91,C,75,A,94,A,94,B,84,B,83,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,029,029,145,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912291,GALLEGOS EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,333,97.9%,49.5%,B,89,C,71,A,92,A,92,B,80,B,83,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,029,029,143,143,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912292,CARRILLO EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,380,87.9%,53.2%,A,93,C,75,A,94,A,94,B,83,B,89,,,Not Earned,Earned,Not Earned,,Earned,Earned,Earned,029,029,145,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912295,BENAVIDEZ EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,920,99.6%,90.1%,B,82,Not Rated: Senate Bill 1365,56,B,86,B,86,Not Rated: Senate Bill 1365,59,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,007,007,137,137,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912297,DAVILA EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,410,94.6%,50.0%,A,96,A,91,A,94,A,94,A,92,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,029,029,145,145,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912298,MARTINEZ R EL,REGION 04: HOUSTON,HARRIS,Elementary,EE - 05,No,No,459,97.6%,33.6%,A,93,C,77,A,91,A,91,B,86,A,98,,,Earned,Earned,Not Earned,,Not Earned,Earned,Earned,029,029,143,143,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912299,MILNE EL,REGION 04: HOUSTON,HARRIS,Elementary,PK - 05,No,No,516,93.0%,38.4%,B,80,Not Rated: Senate Bill 1365,54,B,83,B,83,Not Rated: Senate Bill 1365,56,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,009,009,146,146,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912301,EASTWOOD ACADEMY,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,No,397,70.8%,8.1%,A,95,A,98,A,96,A,92,A,96,B,88,,,Earned,Earned,Not Earned,Earned,Earned,Not Earned,Earned,029,029,145,145,006,006,COMBINED ENROLLMENT TYPE SCHOOL
101912,HOUSTON ISD,101912308,NORTH HOUSTON EARLY COLLEGE H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,No,485,87.6%,17.1%,A,98,A,97,A,96,B,88,A,96,A,100,,,Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,029,029,148,145,006,006,COMBINED ENROLLMENT TYPE SCHOOL
101912,HOUSTON ISD,101912310,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,No,"2,741",95.3%,40.5%,C,73,Not Rated: Senate Bill 1365,67,C,75,Not Rated: Senate Bill 1365,57,C,75,Not Rated: Senate Bill 1365,68,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,029,029,148,140,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912311,MOUNT CARMEL ACADEMY,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,No,268,81.7%,25.7%,B,89,B,85,B,89,B,89,B,84,B,88,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,029,009,147,147,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912320,HARRIS CO J J A E P,REGION 04: HOUSTON,HARRIS,High School,09 - 09,No,No,2,50.0%,0.0%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,009,009,146,146,013,013,SPECIAL ASSIGNMENT SCHOOL
101912,HOUSTON ISD,101912321,ENERGIZED FOR STEM ACADEMY H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,No,653,98.5%,64.9%,B,89,B,82,A,92,A,92,B,83,B,81,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,007,009,137,137,013,013,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912322,CARNEGIE VANGUARD H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,No,913,35.0%,0.3%,A,97,A,97,A,98,A,93,A,98,A,96,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,018,018,147,147,015,015,COMBINED ENROLLMENT TYPE SCHOOL
101912,HOUSTON ISD,101912323,CHALLENGE EARLY COLLEGE H S,REGION 04: HOUSTON,HARRIS,High School,09 - 12,No,No,476,76.5%,10.9%,A,98,A,97,A,96,A,96,A,96,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Not Earned,007,007,134,134,017,015,COMBINED ENROLLMENT TYPE SCHOOL
101912,HOUSTON ISD,101912324,LIBERTY H S,REGION 04: HOUSTON,HARRIS,High School,11 - 12,Yes,No,342,100.0%,94.2%,C,79,C,76,C,71,C,71,Not Rated,        .,C,70,Comprehensive Reidentified,,,,,,,,,007,007,137,137,013,013,COMBINED ENROLLMENT TYPE SCHOOL
101912,HOUSTON ISD,101912337,PIN OAK MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,No,"1,224",34.6%,14.3%,A,95,A,93,A,92,A,92,A,92,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,007,007,134,134,017,015,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912338,ORTIZ MIDDLE,REGION 04: HOUSTON,HARRIS,Middle School,06 - 08,No,No,950,98.8%,50.8%,B,87,C,70,B,89,B,89,B,82,B,82,,,Not Earned,Earned,Earned,Not Earned,Earned,Earned,Earned,009,009,147,147,006,006,ZONED SCHOOL-TRANSFERS ACCEPTED
101912,HOUSTON ISD,101912340,LAS AMERICAS,REGION 04: HOUSTON,HARRIS,Middle School,04 - 08,No,No,244,99.6%,92.2%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,007,009,137,137,013,013,COMBINED ENROLLMENT TYPE SCHOOL
